name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
MS2 Consulting;"MS² Consulting est un groupement de compétences hautement qualifiées formant une ESN spécialisée dans la transformation digitale et la data management.
MS² Consulting accompagne ses clients à faire les bons choix pour leur transformation digitale et à faire évoluer leur organisation numérique.
Elle les accompagne aussi à mieux gérer leurs données et à les valoriser.";;;< 20;Issy-les-Moulineaux, Île-de-France;ESN;https://www.ms2consulting.fr;;;;
VALUE IT pour MLAdvisors;"On se réveille chaque matin avec la volonté d’améliorer la qualité de vie de nos semblables. Nous nous rencontrons un matin d’hiver car la vie est faite de belles histoires et d'évidence. Amoureux du digital et des mathématiques, nous décidons de combiner nos forces et donnons naissance à ML Advisors en 2018 avec la conviction profonde que la révolution technologique doit être appréhendée.

En intégrant le Machine Learning au service de vos collaborateurs, vos clients et vos utilisateurs, nous savons que vous augmentez de manière considérable ""le champ des possibles de votre entreprise"".

Imaginez quelques secondes ce que vous seriez capable de prédire avec toutes les données que vous récupérez auprès de vos utilisateurs? et surtout quel serait l’impact dans votre secteur d’activité et sur notre société? Avec ML Advisors, écrivez votre histoire et distancez vos potentiels « sur-traitants »!";;;< 20;Genève, Suisse;Start-up;https://www.mladvisors.ch/index.php?option=com_con;;;;.NET CORE, AngularJS, Ansible, API, API REST, Architecture, Azure, Big Data, Cloud, .Net
PM SAS;"PM Progress Management est un cabinet de conseil en management, spécialisé dans les projets de refonte d'organisation et de système d'information. 

Nous sommes plus de 140 consultants alliant à la fois une compétence métier forte, la gestion du changement et la connaissance des progiciels, principalement SAP, des solutions Cloud et du Digital.

Nous prenons en charge toutes les dimensions des projets, la maîtrise d'ouvrage, maîtrise d’œuvre fonctionnelle et technique sur l'ensemble des processus/fonctions des entreprises dans les secteurs de l'industrie, de la distribution et du service.

Nous travaillons toujours en équipe, sur des projets à enjeux dans des entreprises à taille humaine, en France et à l'international (Europe, Amérique du Nord, Amérique du Sud, Asie).
Notre siège est à Levallois, nos bureaux à Lyon, Toulouse et Singapour.

PM Progress Management a des principes forts d’entreprise libérée : éthique, engagement, forte autonomie des équipes, encouragement des initiatives et réflexions, généralisation du mode projet, structure hiérarchique légère, managers au service de leurs équipes, culture des notions d’entraide et de bienveillance... 

Depuis plus de 20 ans, cette logique d’entreprise nous permet de soutenir une croissance sereine fondée sur la qualité des prestations délivrées à nos clients.

Faits et chiffres :
- 140 consultants
- 25 MEUR de CA,
- 50 Clients actifs
- 20 % du CA sur des projets internationaux
- Implantations : Paris - Lyon - Toulouse - Singapour
- Un centre de service et d'expertise certifié par SAP
- Création de la société en 1996";1996;;100 - 249;Levallois-Perret, Île-de-France;Cabinet de conseil;https://www.progressmanagement.com/;;;;
SECURITY DATA NETWORK;"Security Data Network est une ESN spécialisée dans la cybersécurité, de l’intégration de Solutions Réseaux -LAN, WAN, MAN, WIFI et Datacenter, aussi bien pour les Appliances, que pour les technologies Virtuelles.
 
Security Data Network accompagne ses clients dans leur démarche de transformation allant du conseil à la réalisation, du transfert de compétence jusqu’au support. Notre volonté commune est de proposer aux entreprises nos compétences acquises d'année en année dans les domaines de la technique et de l'avant-vente.

Notre société est garante du maintien de son niveau d'excellence grâce aux certifications (Lead AUDITOR 27001 & 27005, OSCP, CISSP...) acquises par nos équipes.";;;< 20;Aigrefeuille-d'Aunis, Nouvelle-Aquitaine;ESN;https://securitydatanetwork.com/;;;http://security-data-network-sdn;
Atecna;"Créée en 2012, in-Tact est une Agence Digitale spécialisée dans la création de produits mobiles, et web.

Nous comptons aujourd’hui plus de 70 collaborateurs sur Paris, Toulouse, Lyon et Barcelone qui interviennent dans 3 domaines d’expertise : l’UX Design, développement full-stack mobile & web, et l’agilité.

Avec plus 200 applications à notre actif, nos offres couvrent aujourd’hui : la mise en oeuvre des projets de bout en bout en mode agence (in-Tact Agency), en missions d'expertise chez le client (in-Tact Friends) ainsi que du conseil & formation.

Nous cultivons transparence & confiance comme valeurs qui nous rassemblent et nous animent au quotidien.

Nous prônons une horizontalité simple et valorisons l’intelligence collective : chacun est amené à proposer des projets et à construire son poste en même temps que le futur d’in-Tact.";2012;;20 - 99;Paris, France;Cabinet de conseil;https://www.in-tact.fr/;;;;
F2K COMPUTING;"F2k computing est une société de services numérique dans le domaine de l'IT
Implantée en region parisienne F2K Computing approche comme première clientèle les principaux acteurs du domaine des réseaux infomatiques et de la et telecommunication.
Notre principal objectif est de satisfaire nos clients en les offrant le meilleur service de consulting en matière de réseau informatique et ses dérivés

Approche
Notre approche est portée par le bien-être et l’excellence de nos collaborateurs. Ces derniers se distinguent par leur goût de la performance, leur créativité et permettent ainsi de proposer à nos clients un service efficace.
En assurant une croissance régulière F2K-Computing serait un acteur majeur d’accompagnement de nos clients";;;< 20;Massy, Île-de-France;ESN;https://www.f2k-computing.fr;;;;
HEEVOX;"Spécialisé dans le Conseil et l’Ingénierie, nous positionnons nos activités au cœur de la transformation numérique.

Nous accompagnons les PME, ESN et Clients Grands Comptes issus de différents secteurs d’activités tels que la Banque, la Finance, l’Assurance, l’Industrie , les Télécoms, et le Secteur Public.

HEEVOX souhaite se différencier pleinement des autres ESN par sa convivialité et son esprit d’équipe. 
Le plaisir de travailler ensemble, l’écoute et la solidarité sont primordiales pour nous ainsi que pour permettre une intelligence et une efficacité collective";2019;;< 20;Courbevoie, Île-de-France;ESN;https://www.heevox.com;;;;
ABALSIA CONSULTING;Abalsia Consulting est une SSII spécialisée en ingénierie, conseil et services informatiques. Nous accompagnons nos clients dans toutes les phases de leurs projets informatiques, quelle que soit leur problématique. Nos ambitions, fortes, nous identifient comme un partenaire de référence auprès de nos clients;;;20 - 99;Paris, France;ESN;https://abalsia.com;;;;
WOLSOME;"Wolsome est un cabinet de conseil en innovation technologique qui accompagne ses clients dans leur transformation digitale.
Notre but est d’aider les entreprises à améliorer leur performance et leur rentabilité grâce à l’analyse, l’exploitation et la valorisation de la donnée.
Notre expertise s’articule autour des domaines innovants suivants : Big Data, Cloud, DevOps, Intelligence Artificielle (IA), Java, Data Vizualisation, Internet Of Things (IoT), Agilité.";2019;;20 - 99;Neuilly-sur-Seine, Île-de-France;ESN;https://www.wolsome.com/;;;;
XIII-IT;"XIII-IT, acteur en technologies avancées, est présent dans les domaines suivants :
- Ingénierie Réseaux & Systèmes 
- Electronique
- Informatique industrielle et informatique embarquée
- Technologies de l’information";2019;;< 20;;ESN;https://www.xiii-it.com;;;;
RIDCHA DATA;"RIDCHA DATA couvre l’intégralité des métiers de l’informatique. 
RIDCHA DATA est spécialisée en infrastructure, architecture, chefferie de projets et Cloud - DevOps avec des compétences dans les domaines du transformation digital à forte valeur ajoutée.
Nous nous positionnons sur le marché des applications stratégiques soutenues par les Nouvelles Technologies. Nous proposons des expertises métiers et technologiques en réponse aux attentes de nos clients en matière d’évolution de leurs systèmes d’information.
Nous proposons les compétences d’ingénieurs informaticiens, capables d’assurer des missions dans la durée et d’offrir une capacité d’adaptation à des problématiques évoluées.";2013;;20 - 99;Montigny-le-Bretonneux, Île-de-France;ESN;https://www.ridchadata.com;;;;
EML CONSULTING;"Société de conseil dans le numérique et digital autour de la Data, CRM et la Banque. Nous accompagnons nos clients dans toutes les phases d'un projet Design, Intégration, Support/Change Management. Experts sur les technologie Cloud (Azure/GCP), Salesforces, Mircrosoft (Suite BI, Power BI..)
Secteur d'acitivités: Banque, Industrie, Retail, Luxe";2014;;20 - 99;Montreuil, Île-de-France;ESN;https://www.eml-consulting.fr/;;;;Business Object, Finance, sharepoint, Conception, Data, MOA, Business Intelligence, Cloud, bi, Power BI, SWIFT, Direction de Projet, AZURE, Salesforce, Conduite du changement, Architecture, CRM, Big Data, SQL Server, Python, JIRA, JAVA, Salesforce Sales Cloud, Microsoft SQL Server, Microsoft Power BI, gestion de projet
CWS-IT;"Craft Wise Skill IT est une société de services en informatique qui s’attache à constituer une équipe de talents, autocritique et solidaire, animée par des gens qui cherchent à comprendre et à partager ce qu’ils font. 
Le développement des compétences de nos collaborateurs se fait tout au long de la carrière par notre politique dynamique de formations, de certifications (OCJP, Scrum Master, PMP…) et lors de nos soirées de veille technologique. Partage des connaissances, innovation, enthousiasme définissent notre communauté ! 
Pour nous, le succès ne se conçoit que dans la durée. Nous réalisons des prestations de conseil et de réalisation autour des technologies présentes et à venir, dans une démarche respectueuse de nos clients et de nos salariés, ainsi que de l’environnement.";2016;;< 20;Ivry-sur-Seine, Île-de-France;ESN;https://www.cws-it.net;;;;
Etixway;"ETIXWAY est une entreprise de services du numérique spécialisée dans la transformation digitale les métiers autour de l'open source et l’architecture SI.

Nous adressons 4 offres :
1. Le conseil / Expertise
2. La conception et réalisation de projets
3. La maintenance et le suivi de production
4. L’accompagnement et la conduite du changement

Nos références :
Ministère de la justice, Ministère de l’intérieur, la banque de France, La DGFIP, la SG, AIRBUS...";2018;;20 - 99;Fontenay-sous-Bois, Île-de-France;ESN;https://etixway.com/;;;;
